Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Code Couleur,Code Condition,PPI
89.0,Occasion,32.0,32.0,HP,autre,11.6,10,5,0.0
141.0,État correct - Reconditionné,8.0,256.0,Toshiba,autre,12.0,10,4,131.0
119.9,Occasion,5.0,2.0,HP,autre,15.6,10,5,0.0
1149.0,Neuf,4.0,512.0,Getac,autre,10.8,10,0,208.0
257.5,Occasion,2.0,160.0,DELL,autre,15.0,10,5,0.0
164.0,Occasion,8.0,256.0,Lenovo,noir,12.0,0,5,131.0
69.9,Occasion,3.0,128.0,Toshiba,autre,15.0,10,5,0.0
419.0,Occasion,8.0,256.0,Dell,gris,14.0,2,5,157.0
625.0,Occasion,16.0,256.0,Microsoft,gris,12.0,2,5,0.0
270.0,État correct - Reconditionné,16.0,512.0,HP,gris,13.0,2,4,0.0
250.0,Occasion,8.0,256.0,HP,gris,12.5,2,5,125.0
79.0,Occasion,4.0,750.0,HP,autre,15.6,10,5,0.0
699.0,Occasion,512.0,512.0,Apple,gris,13.0,2,5,0.0
549.9,Occasion,512.0,512.0,APPLE,gris,15.0,2,5,61.0
100.0,Occasion,4.0,750.0,ASUS,marron,15.6,8,5,100.0
270.0,Occasion,8.0,256.0,Dell,gris,14.0,2,5,157.0
700.0,Occasion,512.0,512.0,Acer,noir,17.3,0,5,127.0
440.0,Très bon état - Reconditionné,16.0,512.0,Lenovo,noir,15.0,0,3,0.0
399.0,Très bon état - Reconditionné,8.0,240.0,Lenovo,noir,14.0,0,3,0.0
649.0,Très bon état - Reconditionné,32.0,256.0,HP,gris,17.0,2,3,130.0
100.0,Occasion,4.0,240.0,ASUS,noir,14.0,0,5,112.0
499.0,Occasion,8.0,500.0,HP,gris,15.0,2,5,0.0
554.61,Occasion,16384.0,512.0,Dell,noir,14.0,0,5,157.0
704.56,Occasion,32.0,512.0,Dell,autre,38.0,10,5,60.0
145.0,Occasion,8.0,512.0,Lenovo,noir,14.0,0,5,157.0
59.0,Occasion,3.0,500.0,Toshiba,autre,17.0,10,5,0.0
799.99,Ouvert (jamais utilisé),8.0,256.0,Apple,gris,13.0,2,1,232.0
270.0,Occasion,16.0,256.0,Dell,gris,15.6,2,5,141.0
180.0,Occasion,8.0,256.0,HP,autre,13.0,10,5,169.0
200.0,Occasion,8.0,256.0,Acer,autre,14.0,10,5,157.0
300.0,Neuf,8.0,256.0,Panasonic,gris,10.1,2,0,224.0
49.9,Occasion,3.0,120.0,Sony,gris,15.4,2,5,0.0
250.0,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
600.0,Neuf,16.0,1024.0,Lenovo,autre,17.3,10,0,0.0
320.0,Très bon état - Reconditionné,8.0,256.0,Lenovo,gris,14.0,2,3,0.0
229.0,Occasion,8.0,0.0,HP,gris,12.0,2,5,0.0
10.0,Occasion,8.0,0.0,ASUS,noir,0.0,0,5,inf
199.9,Occasion,8.0,256.0,Dell,autre,15.6,10,5,0.0
200.0,Occasion,8.0,500.0,HP,autre,15.6,10,5,0.0
260.0,Occasion,16.0,256.0,dell précision,gris,15.6,2,5,141.0
159.0,Occasion,8.0,500.0,Lenovo,autre,15.6,10,5,100.0
125.0,Occasion,8.0,500.0,ASUS,noir,15.0,0,5,104.0
189.0,Occasion,8.0,0.0,Dell,noir,0.0,0,5,
1150.0,Occasion,32.0,32.0,Aorus,noir,15.6,0,5,282.0
90.0,Occasion,8.0,500.0,Packard Bell,noir,17.3,0,5,106.0
704.52,Occasion,8.0,240.0,HP,autre,15.0,10,5,147.0
249.0,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,131.0
89.0,Occasion,4.0,,Dell,rouge,15.6,4,5,100.0
145.0,Occasion,4.0,500.0,Dell,noir,15.6,0,5,100.0
79.9,Occasion,4.0,1024.0,Sony,autre,15.5,10,5,0.0
180.0,Occasion,4.0,,Samsung,autre,15.6,10,5,0.0
449.0,Occasion,8.0,256.0,Dell,gris,15.6,2,5,141.0
460.0,Occasion,16.0,480.0,ASUS,gris,17.0,2,5,108.0
349.0,Occasion,4.0,256.0,Panasonic,gris,10.1,2,5,224.0
449.0,Très bon état - Reconditionné,8.0,250.0,Apple,gris,13.0,2,3,232.0
189.0,Occasion,8.0,256.0,HP,marron,15.6,8,5,0.0
140.0,Occasion,8.0,240.0,Lenovo,noir,12.5,0,5,125.0
125.0,Occasion,4.0,256.0,Lenovo,autre,15.6,10,5,0.0
135.0,Ouvert (jamais utilisé),2.0,16.0,Danew,gris,10.1,2,1,149.0
358.82,Occasion,8.0,128.0,Sony,noir,15.0,0,5,147.0
129.0,Occasion,4.0,120.0,Packard Bell,autre,17.3,10,5,0.0
978.0,Neuf,16.0,512.0,Samsung,gris,14.0,2,0,243.0
97.67,Occasion,8.0,,Lenovo,autre,0.0,10,5,
180.0,Occasion,4.0,128.0,Apple,autre,13.0,10,5,0.0
119.9,État correct - Reconditionné,8.0,256.0,HP,gris,15.6,2,4,0.0
292.44,Occasion,16.0,512.0,Dell,noir,15.6,0,5,141.0
1279.99,Occasion,16.0,1024.0,Dell,gris,13.4,2,5,164.0
1652.27,Occasion,64.0,2048.0,Lenovo,gris,39.0,2,5,56.0
699.0,Très bon état - Reconditionné,512.0,512.0,HP,autre,15.6,10,3,0.0
129.0,Occasion,8.0,256.0,HP,rouge,17.3,4,5,0.0
150.0,Occasion,4.0,128.0,HP,noir,15.6,0,5,0.0
459.99,Neuf,8.0,256.0,HP,autre,15.6,10,0,0.0
210.0,Occasion,16.0,5.0,Lenovo,noir,14.0,0,5,157.0
180.0,Occasion,8.0,256.0,HP,autre,14.0,10,5,112.0
150.0,Occasion,6.0,1024.0,Intel,gris,15.6,2,5,141.0
364.62,Occasion,4.0,240.0,HP,autre,15.0,10,5,104.0
270.0,Occasion,8.0,256.0,Dell,gris,14.0,2,5,157.0
399.9,Occasion,32.0,256.0,Lenovo,noir,15.6,0,5,100.0
150.0,Occasion,4.0,60.0,ASUS,autre,13.3,10,5,0.0
269.0,Très bon état - Reconditionné,8.0,128.0,Apple,gris,13.0,2,3,0.0
200.0,Occasion,8.0,256.0,Fujitsu,gris,13.0,2,5,121.0
250.0,Occasion,8.0,1024.0,ASUS,autre,17.0,10,5,108.0
125.0,Occasion,4.0,500.0,HP,bleu,15.3,3,5,102.0
543.78,Occasion,8.0,1.0,Sony,noir,15.0,0,5,147.0
200.0,Occasion,4.0,1.0,Lenovo,autre,12.0,10,5,0.0
150.0,Occasion,4.0,4.0,HP,autre,17.0,10,5,0.0
270.0,État correct - Reconditionné,8.0,256.0,HP,gris,13.0,2,4,0.0
110.0,Occasion,4.0,500.0,Dell,autre,14.0,10,5,0.0
300.0,Ouvert (jamais utilisé),512.0,512.0,MSI,gris,15.6,2,1,0.0
559.0,Occasion,4.0,512.0,Panasonic,gris,10.8,2,5,210.0
890.0,Occasion,32.0,32.0,Dell,autre,15.6,10,5,0.0
1215.5,Occasion,16.0,1024.0,ASUS,gris,39.0,2,5,75.0
295.0,Occasion,8.0,256.0,ASUS,autre,15.6,10,5,0.0
149.0,Occasion,8.0,500.0,Lenovo,noir,0.0,0,5,
749.99,Occasion,32.0,1024.0,Lenovo,noir,15.0,0,5,147.0
206.0,Occasion,8.0,256.0,Intel,gris,14.0,2,5,157.0
295.0,Occasion,4.0,256.0,ASUS,autre,17.3,10,5,0.0
280.0,Occasion,8.0,256.0,HP,gris,14.0,2,5,157.0
180.0,Occasion,4.0,128.0,ASUSTeK Computer INC.,autre,12.0,10,5,0.0
145.0,Occasion,4.0,256.0,ASUS,autre,15.6,10,5,0.0
85.0,Occasion,4.0,4.0,HP,gris,14.0,2,5,0.0
130.0,Occasion,3.0,6.0,Dell,autre,15.6,10,5,0.0
96.8,Occasion,4.0,750.0,Asus,autre,15.0,10,5,104.0
500.0,Occasion,16.0,512.0,MSI,noir,15.6,0,5,141.0
49.99,Occasion,256.0,40.0,Samsung,gris,30.0,2,5,43.0
140.0,Occasion,8.0,8.0,Dell,autre,13.3,10,5,0.0
1279.99,Occasion,16.0,1024.0,Lenovo,autre,14.0,10,5,157.0
89.0,Occasion,2.0,2.0,ordissimo,bleu,14.0,3,5,112.0
450.0,Occasion,8.0,256.0,HP,gris,14.0,2,5,157.0
259.0,Occasion,8.0,128.0,Apple,gris,15.0,2,5,0.0
100.0,Occasion,4.0,0.0,HP,autre,17.3,10,5,106.0
800.0,Occasion,32.0,512.0,Apple,gris,16.0,2,5,226.0
200.0,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,0.0
119.0,Occasion,4.0,120.0,Lenovo,noir,15.6,0,5,0.0
550.0,Occasion,8.0,480.0,HP,noir,16.0,0,5,0.0
170.0,Occasion,8.0,240.0,HP,gris,15.6,2,5,141.0
780.0,Occasion,15.0,475.0,ASUS,noir,17.3,0,5,127.0
328.57,Occasion,1.0,60.0,HP,autre,15.0,10,5,0.0
48.0,Occasion,10.0,10.0,ASUS,autre,14.0,10,5,0.0
97.0,Occasion,4.0,320.0,ASUS,noir,15.6,0,5,100.0
359.0,Occasion,16.0,256.0,HP,autre,14.0,10,5,157.0
280.0,Occasion,8.0,256.0,Dell,autre,14.0,10,5,0.0
350.0,Occasion,12.0,1024.0,ASUS,autre,15.6,10,5,100.0
179.9,Très bon état - Reconditionné,8.0,512.0,Lenovo,noir,15.6,0,3,0.0
179.9,Très bon état - Reconditionné,8.0,256.0,Dell,noir,14.0,0,3,0.0
189.0,Occasion,8.0,0.0,HP,gris,13.0,2,5,169.0
175.0,Occasion,4.0,256.0,ASUS,autre,15.6,10,5,0.0
100.0,Occasion,4.0,160.0,Compaq,autre,15.4,10,5,0.0
180.0,Occasion,4.0,320.0,Samsung,autre,15.6,10,5,0.0
75.0,Occasion,10.0,10.0,HP,gris,15.6,2,5,100.0
260.0,Très bon état - Reconditionné,8.0,512.0,HP,gris,14.0,2,3,0.0
49.99,Occasion,2.0,160.0,HP,noir,15.6,0,5,100.0
490.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,0.0
129.9,Occasion,16.0,,Samsung,gris,17.3,2,5,96.0
718.87,Occasion,16.0,256.0,Lenovo,noir,14.0,0,5,157.0
199.0,Occasion,8.0,240.0,DELL,autre,14.1,10,5,0.0
250.0,Occasion,16.0,240.0,Lenovo,noir,14.0,0,5,0.0
319.0,Très bon état - Reconditionné,16.0,512.0,Lenovo,noir,13.0,0,3,0.0
229.0,Occasion,8.0,250.0,HP,autre,14.0,10,5,157.0
130.0,Occasion,1.0,144.0,Acer,noir,8.9,0,5,133.0
589.0,Occasion,4.0,512.0,Panasonic,gris,10.8,2,5,210.0
150.0,Occasion,4.0,256.0,Acer,autre,15.6,10,5,0.0
750.0,Occasion,40.0,512.0,Acer,noir,15.6,0,5,141.0
1400.15,Occasion,32.0,512.0,HP,gris,35.0,2,5,86.0
120.0,Ouvert (jamais utilisé),2.0,32.0,danew,gris,10.1,2,1,0.0
1500.0,Neuf,32.0,2.0,Lenovo,gris,16.0,2,0,0.0
199.99,Occasion,8.0,256.0,HP,autre,13.3,10,5,166.0
900.0,Occasion,16.0,500.0,Apple,autre,15.0,10,5,0.0
389.0,Occasion,4.0,256.0,Panasonic,blanc,10.8,1,5,119.0
14.95,Neuf,16.0,2048.0,- Sans marque/Générique -,gris,14.1,2,0,156.0
1250.0,Occasion,32.0,1024.0,ASUS,gris,17.3,2,5,170.0
240.0,Occasion,8.0,8.0,Dell,gris,13.3,2,5,0.0
179.0,Très bon état - Reconditionné,8.0,256.0,Dell,noir,14.0,0,3,112.0
319.9,Occasion,8.0,480.0,Acer,noir,17.3,0,5,0.0
24.0,Occasion,0.0,0.0,Lenovo,noir,14.0,0,5,0.0
560.0,Occasion,16.0,512.0,Lenovo,gris,14.0,2,5,0.0
386.25,Occasion,4.0,500.0,LENOVO,autre,15.0,10,5,0.0
431.57,Occasion,2.0,60.0,Dell,autre,14.0,10,5,0.0
400.0,Occasion,16.0,1024.0,Apple,autre,15.0,10,5,0.0
111.0,Neuf,2.0,16.0,Danew,gris,10.1,2,0,149.0
300.0,Occasion,8.0,250.0,Apple,autre,15.4,10,5,221.0
140.0,Occasion,4.0,128.0,HP,blanc,15.6,1,5,0.0
199.0,Occasion,8.0,256.0,Dell,noir,15.6,0,5,141.0
180.0,Occasion,4.0,500.0,HP,autre,17.3,10,5,0.0
230.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,0.0
74.9,Occasion,4.0,120.0,Acer,autre,14.0,10,5,0.0
210.0,Occasion,8.0,256.0,Dell,gris,13.3,2,5,166.0
500.0,Neuf,8.0,0.0,ASUS,bleu,14.0,3,0,0.0
265.0,Occasion,8.0,500.0,HP,gris,13.3,2,5,118.0
299.9,Occasion,8.0,256.0,HP,autre,15.6,10,5,0.0
128.64,Occasion,8.0,256.0,Lenovo,noir,13.3,0,5,166.0
159.0,Occasion,8.0,0.0,Lenovo,noir,12.0,0,5,131.0
649.99,Occasion,32.0,32.0,HP,autre,15.0,10,5,0.0
450.0,Occasion,16.0,512.0,Apple,gris,13.0,2,5,232.0
550.0,Occasion,16.0,256.0,Apple,gris,15.4,2,5,221.0
650.0,Neuf,8.0,512.0,Lenovo,autre,15.6,10,0,0.0
231.75,Occasion,2.0,160.0,DELL,autre,15.0,10,5,0.0
379.9,Occasion,8.0,256.0,Lenovo,noir,15.6,0,5,141.0
199.0,Très bon état - Reconditionné,8.0,128.0,Lenovo,noir,14.0,0,3,131.0
175.0,Occasion,4.0,256.0,ASUS,autre,17.3,10,5,0.0
200.0,Occasion,4.0,500.0,Packard Bell,autre,15.6,10,5,0.0
500.0,Occasion,16.0,512.0,Acer,noir,17.3,0,5,127.0
494.4,Occasion,1.0,60.0,APPLE,autre,14.0,10,5,91.0
1480.0,Ouvert (jamais utilisé),16.0,512.0,Intel,gris,16.0,2,1,0.0
650.0,Occasion,8.0,512.0,Acer,noir,17.3,0,5,127.0
500.0,Neuf,16.0,512.0,HP,gris,17.0,2,0,130.0
1300.0,Occasion,16.0,1024.0,ASUS,noir,14.0,0,5,161.0
289.99,Occasion,8.0,256.0,Lenovo,noir,12.5,0,5,176.0
150.0,Occasion,4.0,480.0,HP,noir,15.4,0,5,102.0
219.0,Occasion,8.0,256.0,Dell,autre,12.0,10,5,0.0
250.0,Occasion,8.0,256.0,Lenovo,noir,12.5,0,5,176.0
100.0,Occasion,4.0,500.0,ASUS,noir,17.3,0,5,0.0
556.2,Occasion,8.0,240.0,DELL,autre,15.0,10,5,147.0
55.0,Occasion,4.0,160.0,ASUS,noir,15.6,0,5,0.0
225.57,Occasion,4.0,240.0,DELL,autre,14.0,10,5,108.0
110.0,Occasion,8.0,1024.0,ASUS,autre,15.6,10,5,0.0
240.0,Occasion,128.0,128.0,Apple,gris,13.3,2,5,128.0
250.0,Occasion,128.0,1024.0,Lenovo,autre,15.0,10,5,0.0
400.0,Occasion,8.0,256.0,Samsung,gris,15.6,2,5,0.0
550.0,Occasion,16.0,512.0,KUU LEBOOK II,gris,12.0,2,5,288.0
500.0,Occasion,16.0,256.0,Dell,noir,14.0,0,5,0.0
339.0,Occasion,8.0,256.0,HP,noir,15.4,0,5,0.0
500.0,Occasion,512.0,512.0,Huawei,gris,16.0,2,5,0.0
479.99,Occasion,8.0,512.0,Lenovo,noir,14.0,0,5,157.0
120.0,Occasion,4.0,64.0,Acer,autre,14.0,10,5,0.0
270.0,Occasion,8.0,256.0,HP,gris,15.6,2,5,100.0
100.0,Occasion,4.0,512.0,AMD,bleu,14.0,3,5,131.0
234.84,Occasion,8.0,250.0,DELL,autre,13.0,10,5,0.0
239.99,Très bon état - Reconditionné,16.0,256.0,Lenovo,noir,14.0,0,3,0.0
339.99,Occasion,32.0,15.0,HP,autre,15.6,10,5,141.0
99.0,Occasion,4.0,120.0,Dell,autre,12.5,10,5,0.0
570.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,232.0
770.29,Occasion,32.0,512.0,Lenovo,noir,15.6,0,5,141.0
600.0,Occasion,32.0,32.0,HP,autre,15.0,10,5,0.0
479.0,Occasion,8.0,256.0,Intel,gris,15.6,2,5,141.0
999.0,Neuf,16.0,1024.0,Huawei,autre,16.0,10,0,0.0
159.0,Ouvert (jamais utilisé),4.0,500.0,Acer,gris,14.0,2,1,112.0
235.0,Occasion,24.0,512.0,Lenovo,noir,14.0,0,5,157.0
169.0,Occasion,8.0,0.0,Lenovo,noir,14.0,0,5,0.0
119.0,Occasion,8.0,0.0,Lenovo,noir,0.0,0,5,
179.0,Occasion,4.0,0.0,Panasonic,noir,12.0,0,5,0.0
309.0,Occasion,256.0,256.0,HP,autre,13.0,10,5,0.0
179.0,Occasion,8.0,0.0,HP,noir,14.0,0,5,0.0
379.9,Occasion,8.0,500.0,HP,gris,17.3,2,5,127.0
2100.0,Occasion,32.0,1024.0,ASUS,blanc,2880.0,1,5,1.0
280.0,Occasion,256.0,256.0,Dell,autre,13.0,10,5,0.0
470.0,Ouvert (jamais utilisé),16.0,512.0,HP,autre,14.0,10,1,0.0
199.0,Très bon état - Reconditionné,8.0,256.0,HP,noir,14.0,0,3,0.0
250.0,Occasion,6.0,1024.0,HP,blanc,15.6,1,5,82.0
285.0,Occasion,16.0,256.0,Dell,gris,15.6,2,5,141.0
169.0,Occasion,8.0,0.0,Lenovo,noir,14.1,0,5,0.0
224.35,Occasion,8.0,256.0,Lenovo,autre,14.0,10,5,157.0
99.0,Occasion,4.0,128.0,Packard Bell,autre,17.3,10,5,0.0
139.95,Occasion,8.0,500.0,Lenovo,autre,12.5,10,5,125.0
119.99,Occasion,4.0,64.0,Acer,gris,14.0,2,5,0.0
299.0,Occasion,8.0,256.0,Lenovo,noir,12.0,0,5,288.0
219.2,Occasion,8.0,256.0,HP,gris,14.0,2,5,105.0
189.0,Occasion,16.0,256.0,Lenovo,autre,14.0,10,5,0.0
127.0,Occasion,4.0,500.0,HP,noir,17.3,0,5,106.0
489.0,Parfait état - Reconditionné,16.0,128.0,Apple,autre,13.0,10,2,232.0
1200.0,Ouvert (jamais utilisé),32.0,512.0,Lenovo,noir,14.0,0,1,162.0
1000.0,Occasion,32.0,1024.0,Dell,autre,16.0,10,5,0.0
619.0,Très bon état - Reconditionné,16.0,250.0,Dell,autre,14.0,10,3,157.0
240.0,Occasion,256.0,256.0,Acer,noir,14.0,0,5,0.0
479.0,Occasion,8.0,256.0,Intel,gris,15.6,2,5,141.0
150.0,Occasion,5.0,15.0,HP,noir,15.6,0,5,0.0
399.0,Occasion,16.0,256.0,Apple,gris,0.0,2,5,inf
369.0,Parfait état - Reconditionné,16.0,250.0,Dell,autre,14.0,10,2,157.0
2500.0,Neuf,32.0,2.0,ASUS,noir,18.4,0,0,164.0
850.0,Neuf,16.0,512.0,Lenovo,noir,13.3,0,0,166.0
120.0,Occasion,4.0,120.0,Acer,noir,15.6,0,5,0.0
180.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,232.0
350.0,Occasion,16.0,1024.0,Microsoft,gris,13.5,2,5,267.0
275.0,Occasion,16.0,256.0,HP,gris,14.2,2,5,155.0
500.0,Ouvert (jamais utilisé),3.0,256.0,Lenovo,autre,14.0,10,1,0.0
1150.0,Occasion,32.0,2048.0,MSI,autre,15.6,10,5,0.0
1599.99,Neuf,512.0,512.0,Apple,autre,14.0,10,0,0.0
280.0,Occasion,16.0,256.0,Apple,gris,15.4,2,5,221.0
50.0,Occasion,6.0,512.0,Wyse,gris,14.2,2,5,110.0
1680.0,Occasion,16.0,0.0,ASUS,autre,13.4,10,5,0.0
338.47,Occasion,16.0,512.0,Apple,gris,15.4,2,5,221.0
2500.0,Neuf,32.0,1024.0,Dell,gris,16.0,2,0,0.0
680.0,Occasion,512.0,512.0,Dell,autre,17.3,10,5,0.0
90.0,Occasion,6.0,240.0,Sony,noir,15.6,0,5,101.0
45.0,Occasion,1.0,80.0,Intel,autre,15.6,10,5,0.0
200.0,Occasion,16.0,256.0,HP,autre,17.3,10,5,0.0
229.0,Occasion,16.0,256.0,HP,autre,15.6,10,5,0.0
179.0,Occasion,8.0,256.0,Dell,autre,14.0,10,5,157.0
800.0,Ouvert (jamais utilisé),16.0,512.0,Lenovo,autre,14.0,10,1,0.0
249.0,Occasion,8.0,250.0,Panasonic,autre,14.1,10,5,111.0
600.0,Neuf,16.0,1024.0,ASUS,noir,17.3,0,0,127.0
72.0,Occasion,8.0,1.0,Lenovo,autre,15.6,10,5,0.0
155.0,Occasion,8.0,256.0,HP,autre,15.6,10,5,0.0
510.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,0.0
50.0,Ouvert (jamais utilisé),2.0,16.0,KLIPAD,gris,10.1,2,1,149.0
235.0,Occasion,8.0,512.0,ASUS,noir,17.3,0,5,106.0
919.17,Neuf,16.0,512.0,HP,autre,0.0,10,0,
240.0,Très bon état - Reconditionné,16.0,256.0,DELL,gris,14.0,2,3,0.0
850.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,0.0
360.0,Occasion,16.0,1024.0,ASUS,autre,15.6,10,5,0.0
98.0,Occasion,8.0,128.0,Acer,bleu,11.5,3,5,0.0
70.0,Occasion,4.0,250.0,Acer,autre,17.0,10,5,0.0
349.0,Très bon état - Reconditionné,32.0,512.0,Dell,noir,17.0,0,3,0.0
124.56,Occasion,8.0,256.0,Lenovo,noir,12.0,0,5,130.0
400.0,Occasion,16.0,16.0,Lenovo,noir,14.0,0,5,210.0
219.0,Très bon état - Reconditionné,16.0,256.0,HP,gris,13.3,2,3,166.0
189.0,Occasion,8.0,256.0,Dell,autre,14.0,10,5,0.0
349.0,Occasion,16.0,512.0,Lenovo,autre,15.0,10,5,0.0
930.0,Occasion,8.0,256.0,Apple,noir,13.6,0,5,225.0
289.0,Occasion,256.0,256.0,Lenovo,autre,15.0,10,5,0.0
450.0,Occasion,8.0,8.0,ASUS,noir,17.3,0,5,106.0
130.0,Occasion,4.0,500.0,HP,autre,17.3,10,5,0.0
230.0,Occasion,16.0,512.0,Dell,noir,14.0,0,5,0.0
60.0,Occasion,3.0,250.0,Compaq,autre,15.6,10,5,0.0
190.0,Occasion,8.0,256.0,Lenovo,gris,15.6,2,5,141.0
75.0,Occasion,2.0,120.0,Apple,autre,15.4,10,5,110.0
510.0,Occasion,16.0,512.0,ASUS,noir,15.6,0,5,0.0
175.0,État correct - Reconditionné,8.0,512.0,Lenovo,noir,12.0,0,4,0.0
336.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,0.0
750.0,Occasion,16.0,256.0,Apple,gris,12.0,2,5,0.0
350.0,Occasion,10.0,1024.0,ASUS,noir,17.3,0,5,127.0
189.0,Très bon état - Reconditionné,8.0,250.0,Lenovo,autre,12.5,10,3,176.0
295.0,Occasion,8.0,256.0,ASUS,autre,15.6,10,5,0.0
89.9,Occasion,8.0,1024.0,Samsung,autre,17.3,10,5,0.0
599.0,Occasion,4.0,250.0,Getac,gris,13.0,2,5,98.0
1200.0,Occasion,24.0,1024.0,Apple,autre,15.0,10,5,0.0
415.0,Occasion,256.0,256.0,Apple,gris,13.0,2,5,0.0
159.0,État correct - Reconditionné,8.0,256.0,Lenovo,noir,15.0,0,4,147.0
69.9,Occasion,4.0,250.0,Acer,gris,17.0,2,5,92.0
158.33,État correct - Reconditionné,8.0,256.0,Lenovo,noir,12.0,0,4,0.0
509.99,Neuf,12.0,6.0,Lenovo,autre,17.0,10,0,0.0
165.0,Très bon état - Reconditionné,4.0,256.0,Apple,autre,15.0,10,3,113.0
73.0,Occasion,6.0,750.0,Packard Bell,autre,17.3,10,5,0.0
139.9,Occasion,8.0,512.0,ASUS,autre,13.3,10,5,0.0
950.0,Neuf,16.0,500.0,Acer,noir,15.6,0,0,141.0
400.0,Occasion,8.0,256.0,ASUS,noir,15.0,0,5,147.0
235.0,Occasion,8.0,512.0,ASUS,autre,17.3,10,5,106.0
199.0,Occasion,12.0,256.0,ASUS,gris,14.1,2,5,0.0
68.0,Occasion,2.0,,Samsung,blanc,10.1,1,5,137.0
240.0,Très bon état - Reconditionné,8.0,512.0,DELL,gris,14.0,2,3,0.0
899.0,Occasion,16.0,1024.0,Lenovo,bleu,14.5,3,5,250.0
199.0,Très bon état - Reconditionné,16.0,1024.0,Dell,noir,15.0,0,3,0.0
195.0,Occasion,8.0,256.0,Apple,gris,13.3,2,5,227.0
189.0,Occasion,8.0,250.0,HP,gris,15.0,2,5,0.0
369.0,État correct - Reconditionné,16.0,250.0,Lenovo,autre,14.0,10,4,157.0
700.0,Occasion,8.0,256.0,Apple,noir,13.6,0,5,225.0
129.0,Occasion,4.0,0.0,ASUS,gris,14.0,2,5,0.0
149.0,Occasion,16.0,240.0,Lenovo,noir,15.6,0,5,100.0
400.0,Neuf,8.0,128.0,Acer,gris,0.0,2,0,
199.0,État correct - Reconditionné,8.0,250.0,HP,autre,13.3,10,4,166.0
69.0,Occasion,4.0,500.0,Dell,noir,15.0,0,5,0.0
1349.0,Occasion,512.0,512.0,Apple,gris,14.0,2,5,0.0
229.0,Occasion,8.0,256.0,Panasonic,autre,10.1,10,5,218.0
550.0,Neuf,512.0,16.0,realme,autre,14.0,10,0,0.0
550.0,Occasion,16.0,512.0,HP,gris,14.0,2,5,0.0
170.2,Occasion,8.0,256.0,Lenovo,noir,12.0,0,5,131.0
295.0,Occasion,8.0,256.0,HP,autre,17.3,10,5,0.0
140.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,0.0
150.0,Occasion,8.0,128.0,Apple,autre,13.0,10,5,0.0
260.0,Très bon état - Reconditionné,16.0,512.0,DELL,gris,14.0,2,3,0.0
320.0,Occasion,12.0,1024.0,MSI,autre,17.3,10,5,0.0
70.0,Occasion,4.0,500.0,Dell,noir,14.0,0,5,0.0
499.0,Neuf,8.0,512.0,Lenovo,noir,15.6,0,0,148.0
119.0,Occasion,8.0,256.0,HP,gris,14.0,2,5,0.0
205.0,Occasion,8.0,256.0,Lenovo,noir,13.3,0,5,166.0
367.87,Occasion,32.0,512.0,Fujitsu,autre,15.6,10,5,141.0
200.0,Occasion,16.0,256.0,Dell,noir,14.0,0,5,157.0
68.0,Occasion,4.0,320.0,Samsung,gris,15.6,2,5,100.0
235.0,Occasion,16.0,256.0,Dell,gris,14.0,2,5,157.0
179.0,Occasion,8.0,256.0,Dell,noir,12.5,0,5,185.0
733.53,Occasion,8.0,256.0,Apple,noir,0.0,0,5,
179.0,Occasion,16.0,256.0,Dell,gris,14.0,2,5,157.0
95.0,Occasion,16.0,256.0,Dell,noir,14.0,0,5,0.0
159.95,Occasion,16.0,256.0,HP,gris,13.3,2,5,0.0
175.0,Occasion,8.0,256.0,HP,gris,15.0,2,5,147.0
125.95,Occasion,8.0,256.0,Dell,noir,15.6,0,5,0.0
360.0,État correct - Reconditionné,16.0,512.0,Lenovo,gris,13.0,2,4,0.0
499.0,Occasion,8.0,500.0,Panasonic,gris,13.3,2,5,96.0
289.99,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
149.0,Occasion,8.0,500.0,Lenovo,autre,14.0,10,5,0.0
220.0,Très bon état - Reconditionné,8.0,256.0,DELL,gris,14.0,2,3,0.0
479.99,Occasion,16.0,1024.0,Lenovo,noir,14.0,0,5,157.0
219.0,Parfait état - Reconditionné,8.0,480.0,Dell,noir,15.6,0,2,100.0
250.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,157.0
14.0,Occasion,8.0,256.0,HP,gris,14.0,2,5,0.0
100.0,Occasion,4.0,120.0,Dell,bleu,14.1,3,5,107.0
190.0,Occasion,8.0,256.0,Dell,noir,14.0,0,5,157.0
235.0,Occasion,24.0,512.0,Lenovo,noir,14.0,0,5,157.0
270.0,Très bon état - Reconditionné,8.0,512.0,Lenovo,noir,13.0,0,3,0.0
