Unnamed: 0,ID,Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Résolution
,v1|196295442324|0,209.0,Très bon état - Reconditionné,8Go,512Go SSD,Dell,Noir,"12""5",titre
,v1|365170531625|0,1008.0,Parfait état - Reconditionné,8Go,256Go,Apple,Midnight,"13""",2560x1664
,v1|176525100400|0,700.0,Ouvert (jamais utilisé),16 Go,512 Go,Acer,Noir,"15,6""",1920 x 1080
,v1|126814142965|0,1073.52,Occasion,16 GB,1 To,HP,Argent,39.6cm,1920 x 1080
,v1|314053254357|612721989779,889.0,Occasion,32 GO,256 GO,HP,Gris,"17""",1920 x 1080
,v1|285257077132|0,369.0,État correct - Reconditionné,8 Go,256 Go,Dell,Noir,"15,6""",1920 x 1080
,v1|286074704464|0,279.0,État correct - Reconditionné,8 Go,SSD 256,FUJITSU,Noir,"15.6""",1920 x 1080
,v1|365279133448|0,793.0,État correct - Reconditionné,16Go,512Go,Apple,Space Grey,"13""",2560x1600
,v1|387507173112|0,750.0,Occasion,16 Go,512 Go,Lenovo,PHANTOM_BLUE,"17,3""",1920 x 1080
,v1|395273080557|0,799.0,Occasion,8 Go,512 Go,Microsoft,Noir,"13,5""",2256 × 1504
,v1|286126219548|0,119.06,Occasion,8 Go,128 Go,Lenovo,Noir,33.8cm,1920 x 1080
,v1|387682853459|0,376.0,Occasion,8 Go,256 Go,Lenovo,Noir,"15,6""",1920 x 1080
,v1|326310421800|0,390.0,Neuf,8 Go,512 Go,HP,Argenté,"14""",FHD (1920 x 1080)
,v1|196577916604|0,349.0,Très bon état - Reconditionné,16Go,2To SSD,Dell,Noir,15.6,1920 * 1080
,v1|374962915600|0,1000.0,Occasion,32 Go,512 Go,Dell,Argenté,"15,6""",1920 x 1200
,v1|186844126694|0,180.0,Occasion,4 Go,voir descriptif,Samsung,voir descriptif,"15,6""",voir descriptif
,v1|226463324554|0,325.0,Occasion,16Go,512 Go,Lenovo,Noir,"14""",1920x1080
,v1|126810387053|0,1071.86,Occasion,16 GB,512 Go,HP,Gris,39.6cm,15.6
,v1|126710610849|0,1230.0,Occasion,16 Go,240 Go,MSI,Noir,"17,3""",1920 x 1080
,v1|196295436811|0,379.0,Très bon état - Reconditionné,16Go,1To,HP,Noir,"14""",1920 * 1080
,v1|405410151307|0,765.38,Occasion,32768,1 To,Dell,Argent,"15,6 Zoll",1900 1200 x
,v1|364918266412|0,480.0,Parfait état - Reconditionné,8Go,128Go,Apple,Space Grey,"13""",2560x1600
,v1|135407914303|0,1130.3,Ouvert (jamais utilisé),16 GB,512 Go,Lenovo,Noir,33.8cm,1920 x 1080
,v1|255428855995|0,789.0,Neuf,8 Go,512 Go,Panasonic,Argenté,"7""",1280 x 800
,v1|405422912401|0,1188.48,Neuf,16 GB,512 Go,Lenovo,Noir,39.6cm,1920 x 1080
,v1|405411178935|0,196.64,Occasion,16 GB,512 Go,Dell,Noir,"14 Zoll (35,6 cm)",1920 x 1080
,v1|134946902257|0,20.0,Occasion,000,000,Switch Hdmi,Noir,00,000
,v1|126522633989|0,100.0,Occasion,4 Go,1 To,Packard Bell,Noir,"15,6""",1366 x 768
,v1|285658367054|0,249.9,Occasion,8 Go,256 Go,Dell,Noir,"14""",1366 x 768
,v1|335565736309|0,130.0,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1366 x 768
,v1|395955497803|0,139.9,Occasion,4 Go,300 Go,Terra,Noir,"15,6""",1366 x 768
,v1|285730507589|0,1000.0,Occasion,16 Go,512 Go,Razer,Noir,"15,6""",1920 x 1080
,v1|135413537187|0,887.4,Occasion,16 Go,512 Go,Dell,Noir,15.6 in,1920 x 1080 (Full HD)
,v1|286168333008|0,325.0,Occasion,8 Go,512 Go,ASUS,Gris,"15,6""",1600 x 900
,v1|365277819468|0,985.0,Ouvert (jamais utilisé),512 Go,512 Go,Dell,Argenté,"13,4""",1920 x 1200
,v1|196295470093|0,209.0,Très bon état - Reconditionné,16go,1to SSD,HP,Silver,14',titre
,v1|404331413367|0,200.0,Occasion,4 Go,120 Go,HP,Argenté,"14""",1366*768
,v1|186761273047|0,80.0,Occasion,4 Go,100 Go,ASUS,Noir,"13,3""",1366 x 768
,v1|375686486627|0,700.0,Occasion,8 Go,256 Go,Apple,Gris,"13""",2560 x 1600
,v1|156354919775|0,549.0,Ouvert (jamais utilisé),8 Go,128 Go,Apple,Argenté,"13""",2560 x 1600
,v1|156435071091|0,695.0,Occasion,16 Go,1 To,ASUS,Bleu,"15,6""",1920 x 1080
,v1|285003261004|0,309.9,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|255391903284|0,2500.0,Ouvert (jamais utilisé),4 Go,580 Go,Acer,Argenté,"14""",1360 x 768
,v1|315856191376|0,600.0,Neuf,8 Go,8 Go,Apple,Gris,"13""",2560 x 1600
,v1|176727266043|0,119.99,Occasion,4 Go,250 Go,Apple,Argenté,"13""",1280 x 800
,v1|295785551009|0,2000.0,Occasion,32 Go,1 To,MSI,Noir,"15,6""",3840 x 2160
,v1|126810386882|0,2056.57,Occasion,64 Go,4 To,HP,Gris,16.1 inches,1920 x 1080
,v1|135290132980|0,342.31,Occasion,8 Go,256 Go,HP,Silver,15.6 in,1920 x 1080
,v1|205154308840|0,915.14,Occasion,16 GB,512 Go,Dell,Gris,35.6cm,1920 x 1080
,v1|314445199518|0,199.0,Occasion,16 Go,0,Dell,Noir,"13""",1366 x 768
,v1|256519262421|0,260.84,Occasion,8 Go,256 Go,Panasonic,Silver,12.1 in,1920 x 1200
,v1|126810387186|0,1202.88,Occasion,32 Go,1 To,HP,Argent,35.6cm,1920 x 1200
,v1|226494587779|0,1050.0,Occasion,32 Go,750 Go,Dell,Gris,"17""",1920 x 1080
,v1|175832568652|0,993.9,Neuf,8Go,256 Go SSD,APPLE,Or,13 pouces,2560 x 1600 (WQXGA)
,v1|115716353915|0,1149.0,Occasion,16 Go,1 To,Alienware,gris foncé,"15,6""",1920 x 1080
,v1|365168156056|634822196985,8.3,Neuf,Type Régulier,Type Régulier,- Sans marque/Générique -,Type régulier,Type régulier,Regular
,v1|286017283274|0,195.6,Occasion,4 Go,64 Go,Microsoft,Argent,"10,5""",1920 x 1280
,v1|267071169219|0,169.0,Occasion,4 Go,500 Go,Dell,Gris/noir,"15,6""",1920 x 1080
,v1|126802586235|0,1420.76,Neuf,"16 Go : 2 x 8 Go, DDR5, 4 800 MT/s",1 To,Dell,"Extérieur argent platine, intérieur noir",39.6cm,1900 x 1200
,v1|266640226853|0,789.0,Neuf,8 Go,512 Go,Panasonic,Argenté,"7""",1280 x 800
,v1|255675362341|0,359.0,Occasion,4 Go,500 Go,Panasonic,Argenté,"14""",1366 x 768
,v1|176565308938|0,119.0,Occasion,6 Go,500 Go,Toshiba,Noir,"13,3""",1366 x 768
,v1|145086202458|0,454.99,Occasion,8 Go,128 Go,Apple,argent,"13""",2560 x 1600
,v1|387202253834|0,899.0,Neuf,"16 Go, DDR4 SDRAM",512 Go,Acer,Noir,Non,Full HD
,v1|364676214777|0,643.0,Parfait état - Reconditionné,8Go,512Go,Apple,Gold,"13""",2560x1600
,v1|395009847540|0,650.0,Neuf,16Go (Max 64Go),512 Go,MSI,Noir,"17,3""",1920 x 1080
,v1|286049134376|0,409.0,Très bon état - Reconditionné,8 Go,SSD 256,DELL,Gris,"14""",1920 x 1080
,v1|335608134328|0,230.0,Occasion,8 Go,250 Go,Lenovo,Noir,"12,5""",1920 x 1080
,v1|186437867657|0,60.0,Occasion,1 Go,0,Toshiba,Gris,"15,3""",1280 x 800
,v1|226083563191|0,469.43,Occasion,8 Go,500 Go,Panasonic,Noir/Argent,"14""",1366x768
,v1|235770604228|0,299.0,Occasion,8 Go,500 Go,HP,Argenté,"14""",1920 x 1080
,v1|126802586204|0,1223.5,Occasion,32 Go,1 To,Acer,Argent mica,39.6cm,1920 x 1080
,v1|286207415011|0,629.0,État correct - Reconditionné,32 Go,SSD 512,HP,Gris,"13""",1920 x 1080
,v1|365206666374|0,959.0,État correct - Reconditionné,8Go,256Go,Apple,Starlight,"13""",2560x1664
,v1|365107390470|0,1008.0,Parfait état - Reconditionné,8Go,256Go,Apple,Midnight,"13""",2560x1664
,v1|196648019556|0,279.0,Très bon état - Reconditionné,16Go,1To SSD,Dell,Noir,14,titre
,v1|295933219757|0,300.0,Neuf,128 Go,128 Go,Sgin,Gris,"15,6""",1366 x 768
,v1|405283093829|0,1100.0,Neuf,8 Go,512 Go,Apple,Gris,"13,6""",2560 x 1664
,v1|126371579515|0,280.0,Occasion,8 Go,128 Go,Apple,Argenté,"13,3""",2560 x 1600
,v1|285891881940|0,341.78,Occasion,16 Go,512 Go,Panasonic,Silver,12 in,1920 x 1200
,v1|405049639310|0,799.0,Neuf,8 Go,8 Go,Apple,Argenté,13 pouces,2560 x 1600 (WQXGA)
,v1|116419427013|0,260.0,Occasion,16 Go,256 Go,Dell,Argenté,"15,6""",1920 x 1280
,v1|134946901421|0,10.0,Occasion,000,000,Switch VGA,Noir,00,000
,v1|314910104038|0,500.0,Occasion,16 Go,1 To,ASUS,Noir,"15,6""",1920 x 1080
,v1|176095961618|0,125.0,Occasion,4 Go,4 Go,HP,Gris,"15,6""",1920 x 1080
,v1|314509445668|0,399.0,Occasion,16 Go,512 Go,Dell,Noir,"15""",1920 x 1080
,v1|296884429196|0,800.0,Occasion,16 Go,512 Go,Apple,Gris,"16""",3072 x 1920
,v1|226327181378|0,340.0,Occasion,24 Go,512 Go,Lenovo,Noir,"14""",1920x1080
,v1|375402074814|0,220.0,Occasion,8 Go,128 Go,Acer,Gris,"15,6""",1920 x 1080
,v1|394118313675|0,249.0,Occasion,8 Go,256 Go,Dell,Gris,"12,5""",1366 x 768
,v1|395955504857|0,199.9,Occasion,8 Go,250 Go,Fujitsu,Noir,"15,6""",1366 x 768
,v1|375770918427|0,200.0,Occasion,8 Go,128 Go,Lenovo,Gris,"15,6""",1920 x 1080
,v1|196629548770|0,339.0,Très bon état - Reconditionné,32Go,1To SSD,Dell,Noir,"14""",1366 x 768
,v1|365172618828|0,456.0,État correct - Reconditionné,8Go,128Go,Apple,Space Grey,"13""",2560x1600
,v1|296174428586|0,349.0,Occasion,4GO,128 Go,HP,Argenté,"15,6""",1600 x 900
,v1|196385327676|0,349.0,Occasion,16Go,250Go SSD,Apple,Silver,"15.4""",2880 * 1800
,v1|196308715100|0,299.0,État correct - Reconditionné,8GO,256Go SSD,Lenovo,Noir,"14""",1920x1080
,v1|196295442296|0,289.0,Très bon état - Reconditionné,16Go,1To,Dell,Noir,"14""",titre
,v1|405084027692|0,299.0,Occasion,16 Go,512 Go,Dell,Noir,"14""",1366 x 768
,v1|404816155149|0,169.0,Occasion,8 Go,256 Go,Lenovo,Noir,"12""5",1366 x 768
,v1|375218216563|0,700.0,Occasion,16 Go,512 Go,ASUS,Gris,"15,6""",1920 x 1080
,v1|404824741310|0,379.0,Occasion,8 Go,256 Go,HP,Argenté,"14""",1920 x 1080
,v1|267055556329|0,176.06,Occasion,8 Go,128 Go,Apple,Argent,33.8cm,1440 x 900
,v1|405203311942|0,850.0,Neuf,16 Go,512 Go,HP,Argenté,"14""",1920 x 1080
,v1|176067363497|0,260.0,Occasion,8 Go,512 Go,HP,Argenté,"14""",1920 x 1080
,v1|145812227853|0,439.0,Occasion,8 Go,512Go,Dell,Noir,"13.3""",1920 x 1080
,v1|156040031884|0,849.0,Neuf,16 Go,512 Go,ASUS,Argenté,"17,3""",1920 x 1080
,v1|365168701258|0,530.0,État correct - Reconditionné,8Go,128Go,Apple,Silver,"13""",2560x1600
,v1|176258921465|0,700.0,Occasion,16 Go,512 Go,Acer,Noir,"17,3""",1920 x 1080
,v1|365185213293|0,624.0,État correct - Reconditionné,8Go,512Go,Apple,Silver,"13""",2560x1600
,v1|205099214730|0,860.99,Occasion,16 GB,1 To,Getac,multicolore,14 pouces,1920 x 1080
,v1|285597742267|0,5.51,Neuf,Type Régulier,Type Régulier,- Sans marque/Générique -,Type régulier,Type régulier,Regular
,v1|186844126693|0,250.0,Occasion,4 Go,500 Go,HP,voir descriptif,"15,6""",voir descriptif
,v1|405326733139|0,450.00,Neuf,8 Go,256 Go,HP,Noir,"15,6""",1920 x 1080
,v1|196646692990|0,545.89,Ouvert (jamais utilisé),256 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|196295438454|0,169.00,Occasion,8Go,titre,Dell,Noir,"12.5 """,titre
,v1|335654552560|0,375.00,Occasion,8 Go,480 Go,Dell,Gris Noir,"15,6""",1920 x 1080
